,id,budget,budget_log,genres,popularity,release_date,revenue,revenue_log,runtime,title,vote_average,vote_count,actor_1,actor_2,actor_3,actor_4,actor_5,actor_6,director
2163,4478,38000000,7.579783597,Drama,7.118123,4/7/1993,266614059,8.425883047,117,Indecent Proposal,5.8,300,Robert Redford, Demi Moore, Woody Harrelson, Seymour Cassel, Oliver Platt, Billy Bob Thornton,Adrian Lyne
1871,4488,550000,5.740362689,Horror,12.146747,5/9/1980,59754601,7.776371351,95,Friday the 13th,6.4,622,Betsy Palmer, Adrienne King, Harry Crosby, Laurie Bartram, Jeannine Taylor, Kevin Bacon,Sean S. Cunningham
12130,4513,30000000,7.477121255," Horror, Thriller",8.764548,10/17/2007,75505973,7.877981308,113,30 Days of Night,6.2,784,Josh Hartnett, Melissa George, Ben Foster, Danny Huston, Mark Boone Junior, Craig Hall,
12218,4515,35000000,7.544068044," Action, Adventure, Drama, History",5.80986,10/22/2007,63215872,7.800826133,92,Lions for Lambs,6,223,Robert Redford, Meryl Streep, Tom Cruise, Michael Peña, Andrew Garfield, Peter Berg,Robert Redford
12126,4517,55000000,7.740362689," Drama, History, Romance",7.608243,9/9/2007,74237563,7.870623707,114,Elizabeth: The Golden Age,6.6,310,Cate Blanchett, Clive Owen, Geoffrey Rush, Laurence Fox, Tom Hollander, Abbie Cornish,
2229,4518,30000000,7.477121255," Drama, History",7.566321,9/13/1998,82150642,7.914610962,124,Elizabeth,7.2,346,Cate Blanchett, Geoffrey Rush, Christopher Eccleston, Joseph Fiennes, Richard Attenborough, Fanny Ardant,
12243,4523,85000000,7.929418926," Comedy, Family, Fantasy, Romance",11.447798,11/20/2007,340487652,8.532101367,107,Enchanted,6.6,1512,Amy Adams, Patrick Dempsey, James Marsden, Timothy Spall, Rachel Covey, Susan Sarandon,"Kevin Lima, Songs, Stephen Schw"
12124,4538,16000000,7.204119983," Adventure, Drama, Comedy",6.493474,9/29/2007,24377151,7.386982947,91,The Darjeeling Limited,7.1,876,Owen Wilson, Jason Schwartzman, Adrien Brody, Bill Murray, Anjelica Huston, Camilla Rutherford,Wes Anderson
5148,4547,48000000,7.681241237," Crime, Drama, Thriller",14.969502,3/29/2002,196397415,8.293135767,111,Panic Room,6.6,1303,Jodie Foster, Kristen Stewart, Forest Whitaker, Dwight Yoakam, Jared Leto, Ann Magnuson,"Property Master,  Roy , Bucky,  Moore"
9793,4551,53000000,7.72427587," Comedy, Crime",13.314233,3/4/2005,95226116,7.978756071,118,Be Cool,5.4,296,John Travolta, Uma Thurman, Vince Vaughn, Cedric the Entertainer, André Benjamin, Steven Tyler,
8250,4553,5000000,6.698970004," Thriller, Drama",10.737565,2/9/2004,8203235,6.913985153,101,The Machinist,7.3,1280,Christian Bale, Jennifer Jason Leigh, Aitana Sánchez-Gijón, John Sharian, Michael Ironside, Lawrence Gilliard Jr.,Brad Anderson
12674,4564,65000000,7.812913357," Comedy, Drama, Romance",9.170332,5/12/2008,415252786,8.618312555,145,Sex and the City,6,525,Sarah Jessica Parker, Kim Cattrall, Cynthia Nixon, Kristin Davis, Chris Noth, Willie Garson,
12127,4566,25000000,7.397940009," Drama, Mystery, Crime",7.857078,9/28/2007,92991835,7.968444818,119,Michael Clayton,6.6,508,George Clooney, Tom Wilkinson, Tilda Swinton, Sydney Pollack, Robert Prescott, Julie White,Tony Gilroy
16,4584,16500000,7.217483944," Drama, Romance",10.673167,12/13/1995,135000000,8.130333768,136,Sense and Sensibility,7.2,364,Kate Winslet, Emma Thompson, Hugh Grant, Tom Wilkinson, Alan Rickman, Imogen Stubbs,Ang Lee
4087,4587,31000000,7.491361694," Comedy, Drama, Romance",5.55237,12/14/1990,35419397,7.549241163,110,Mermaids,6.5,124,Cher, Winona Ryder, Christina Ricci, Bob Hoskins, Michael Schoeffling, Caroline McWilliams,Richard Benjamin
14551,4597,20000000,7.301029996," Action, Crime, Drama, Thriller",9.951662,12/4/2009,22942221,7.360635459,88,Armored,5.5,211,Columbus Short, Laurence Fishburne, Skeet Ulrich, Amaury Nolasco, Matt Dillon, Jean Reno,Nimród Antal
5282,4614,68000000,7.832508913," Thriller, Action, Drama",9.268136,5/31/2002,193000000,8.285557309,124,The Sum of All Fears,5.9,447,Ben Affleck, Morgan Freeman, James Cromwell, Ken Jenkins, Liev Schreiber, Bruce McGill,"Sound Designer, Michael Payne, Researcher, Charles-André Bertrand, Negative Cutter, Mary Nelson-Duerrstein, Dolly Grip, Alain Masse"
11651,4638,12000000,7.079181246," Crime, Action, Comedy",13.535195,2/14/2007,80573774,7.906193706,121,Hot Fuzz,7.4,2252,Simon Pegg, Nick Frost, Jim Broadbent, Paddy Considine, Rafe Spall, Kevin Eldon,
12134,4771,19000000,7.278753601," Crime, Drama, Mystery",6.148516,10/19/2007,34619699,7.539323288,113,Gone Baby Gone,7.2,1034,Casey Affleck, Michelle Monaghan, Morgan Freeman, Ed Harris, John Ashton, Amy Ryan,
